(ACC_GRAVITY         , 9.8800000000000000e+00)
(AIR_DENSITY         , 1.0000000000000000e+00)
(ALPHA               , 4.3219029901642664e-03)
(ALPHA_TOTAL         , 4.9027536149493464e-03)
(BETA                , 2.3147961032514164e-03)
(CMP                 , -2.0000000000000000e+01)
(CMQ                 , -2.0000000000000000e+02)
(CMR                 , -2.0000000000000000e+02)
(CMX_PER_DELP        , 1.0000000000000000e+01)
(CMY_PER_ALPHA       , -5.0000000000000000e+01)
(CMY_PER_DELQ        , 4.0000000000000000e+01)
(CMZ_PER_BETA        , 5.0000000000000000e+01)
(CMZ_PER_DELR        , 4.0000000000000000e+01)
(CX_BASE             , 3.0000000000000000e-01)
(CX_PER_ALPHA_TOTAL  , -5.0000000000000000e-01)
(CY_PER_BETA         , -5.0000000000000000e+01)
(CZ_PER_ALPHA        , -5.0000000000000000e+01)
(DEL_CMD_PER_P_CMD   , 1.0000000000000000e-02)
(DEL_CMD_PER_Q_CMD   , 1.0000000000000000e+00)
(DEL_CMD_PER_R_CMD   , 1.0000000000000000e+00)
(DT                  , 5.0000000000000000e-03)
(DT_MAX              , 5.0000000000000000e-03)
(DT_MIN              , 1.0000000000000000e-03)
(DT_PRINT            , 5.0000000000000000e-03)
(FAEROX_BI_B         , 1.8374468326264816e+01)
(FAEROY_BI_B         , -7.1472600384767696e+00)
(FAEROZ_BI_B         , -1.3344486146484278e+01)
(FIN_1_CMD           , 1.1228504868013922e+02)
(FIN_1_POSITION      , 3.4906585039886588e-01)
(FIN_2_CMD           , 3.9292898967410944e+00)
(FIN_2_POSITION      , 1.6287369127085020e-02)
(FIN_3_CMD           , -1.1228497060121120e+02)
(FIN_3_POSITION      , -3.4906585039886588e-01)
(FIN_4_CMD           , -3.9292118178130664e+00)
(FIN_4_POSITION      , -1.6225603958269184e-02)
(FIN_LIMIT           , 3.4906585039886588e-01)
(IXX_B               , 1.0000000000000000e-01)
(IYY_B               , 7.5000000000000000e-01)
(IZZ_B               , 7.5000000000000000e-01)
(MAEROX_BI_B         , 4.9127894578230424e-03)
(MAEROY_BI_B         , -7.8560662023045472e+02)
(MAEROZ_BI_B         , -2.9556398652233240e+01)
(MASS_B              , 1.0000000000000000e+01)
(PD_B                , 4.9127894578230424e-02)
(PHI_B               , 1.9519732006915092e-04)
(PHI_B_EST           , 1.9519732006915092e-04)
(PHI_B_EST_DG        , 0.0000000000000000e+00)
(PHI_B_IC_DG         , 0.0000000000000000e+00)
(PITCH_GUIDANCE_GAIN , 4.0000000000000000e+00)
(PSI_B               , -4.3997546650227496e-01)
(PSI_B_EST           , -4.3997546650227496e-01)
(PSI_B_EST_DG        , 0.0000000000000000e+00)
(PSI_B_IC_DG         , 0.0000000000000000e+00)
(P_B                 , -2.3545263066472728e-03)
(P_B_CMD             , -3.9039464013830184e-03)
(P_B_IC_DG           , 0.0000000000000000e+00)
